source,id,task,context,response_limit,first_pass,recorded_success,response_correct,eventual_success,correct_contents_and_format,undo_restored,seconds,inference_calls,generated_tokens,maximum_prompt_tokens,maximum_response_tokens,finish_reasons,discarded_speculative_calls,response_recoveries,fallback_notices,tool_errors_or_duplicates,outcome,error
ai-file-baseline-core-8192.jsonl,baseline-8192-1024-core-13,core,8192,1024,0,1,1,1,1,1,5.297,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-1024-core-14,core,8192,1024,0,1,1,1,1,1,5.308,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-1024-core-15,core,8192,1024,0,1,1,1,1,1,5.331,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-1024-core-16,core,8192,1024,0,1,1,1,1,1,5.301,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-1024-core-17,core,8192,1024,0,1,1,1,1,1,5.311,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-1024-core-18,core,8192,1024,0,1,1,1,1,1,5.304,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-1024-core-19,core,8192,1024,0,1,1,1,1,1,5.311,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-1024-core-20,core,8192,1024,0,1,1,1,1,1,5.324,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-1,core,8192,2048,0,1,1,1,1,1,5.354,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-2,core,8192,2048,0,1,1,1,1,1,5.362,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-3,core,8192,2048,0,1,1,1,1,1,5.34,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-4,core,8192,2048,0,1,1,1,1,1,5.431,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-5,core,8192,2048,0,1,1,1,1,1,5.39,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-6,core,8192,2048,0,1,1,1,1,1,5.367,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-7,core,8192,2048,0,1,1,1,1,1,5.371,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-8,core,8192,2048,0,1,1,1,1,1,5.386,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-9,core,8192,2048,0,1,1,1,1,1,5.416,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-10,core,8192,2048,0,1,1,1,1,1,5.399,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-11,core,8192,2048,0,1,1,1,1,1,5.403,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-12,core,8192,2048,0,1,1,1,1,1,5.418,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-13,core,8192,2048,0,1,1,1,1,1,5.43,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-14,core,8192,2048,0,1,1,1,1,1,5.407,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-15,core,8192,2048,0,1,1,1,1,1,5.455,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-16,core,8192,2048,0,1,1,1,1,1,5.407,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-17,core,8192,2048,0,1,1,1,1,1,5.462,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-18,core,8192,2048,0,1,1,1,1,1,5.419,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-19,core,8192,2048,0,1,1,1,1,1,5.414,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-2048-core-20,core,8192,2048,0,1,1,1,1,1,5.448,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-1,core,8192,4096,0,1,1,1,1,1,5.406,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-2,core,8192,4096,0,1,1,1,1,1,5.47,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-3,core,8192,4096,0,1,1,1,1,1,5.416,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-4,core,8192,4096,0,1,1,1,1,1,5.421,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-5,core,8192,4096,0,1,1,1,1,1,5.416,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-6,core,8192,4096,0,1,1,1,1,1,5.39,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-7,core,8192,4096,0,1,1,1,1,1,5.413,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-8,core,8192,4096,0,1,1,1,1,1,5.481,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-9,core,8192,4096,0,1,1,1,1,1,5.417,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-10,core,8192,4096,0,1,1,1,1,1,5.444,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-11,core,8192,4096,0,1,1,1,1,1,5.418,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-12,core,8192,4096,0,1,1,1,1,1,5.405,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-13,core,8192,4096,0,1,1,1,1,1,5.446,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-14,core,8192,4096,0,1,1,1,1,1,5.393,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-15,core,8192,4096,0,1,1,1,1,1,5.448,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-16,core,8192,4096,0,1,1,1,1,1,5.402,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-17,core,8192,4096,0,1,1,1,1,1,5.457,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-18,core,8192,4096,0,1,1,1,1,1,5.46,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-19,core,8192,4096,0,1,1,1,1,1,5.424,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-8192.jsonl,baseline-8192-4096-core-20,core,8192,4096,0,1,1,1,1,1,5.415,3,246,1645,124,"{""stop"": 1, ""tool_calls"": 2}",,0,0,1,recovered_success,
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-1,core,4096,1024,0,0,1,0,1,1,23.585,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-2,core,4096,1024,0,0,1,0,1,1,24.481,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-3,core,4096,1024,0,0,1,0,1,1,24.922,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-4,core,4096,1024,0,0,1,0,1,1,24.636,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-5,core,4096,1024,0,0,1,0,1,1,23.95,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-6,core,4096,1024,0,0,1,0,1,1,23.908,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-7,core,4096,1024,0,0,1,0,1,1,23.901,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-8,core,4096,1024,0,0,1,0,1,1,23.848,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-9,core,4096,1024,0,0,1,0,1,1,23.853,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-10,core,4096,1024,0,0,1,0,1,1,24.803,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-11,core,4096,1024,0,0,1,0,1,1,23.97,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-12,core,4096,1024,0,0,1,0,1,1,23.831,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-13,core,4096,1024,0,0,1,0,1,1,23.823,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-14,core,4096,1024,0,0,1,0,1,1,23.757,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-15,core,4096,1024,0,0,1,0,1,1,23.712,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-16,core,4096,1024,0,0,1,0,1,1,23.674,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-17,core,4096,1024,0,0,1,0,1,1,23.7,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-18,core,4096,1024,0,0,1,0,1,1,23.763,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-19,core,4096,1024,0,0,1,0,1,1,24.224,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-core-4096.jsonl,baseline-4096-1024-core-20,core,4096,1024,0,0,1,0,1,1,24.27,9,1253,3211,178,"{""no_completion"": 1, ""tool_calls"": 8}",,0,0,3,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-small-1,replace-small,8192,1024,1,1,1,1,1,1,3.657,3,123,1434,61,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-small-2,replace-small,8192,1024,1,1,1,1,1,1,3.543,3,125,1436,63,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-small-3,replace-small,8192,1024,1,1,1,1,1,1,3.509,3,124,1434,60,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-medium-1,replace-medium,8192,1024,0,0,1,0,0,1,16.407,2,1045,2778,1024,"{""length"": 1, ""tool_calls"": 1}",,0,0,0,output_truncation,The local model’s file response was incomplete. Try a smaller request; any completed edits are available in Review.
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-medium-2,replace-medium,8192,1024,0,0,1,0,1,1,18.029,3,1088,2845,1024,"{""length"": 1, ""tool_calls"": 2}",,0,0,0,output_truncation,The local model’s file response was incomplete. Try a smaller request; any completed edits are available in Review.
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-medium-3,replace-medium,8192,1024,0,0,1,0,0,1,16.384,2,1045,2778,1024,"{""length"": 1, ""tool_calls"": 1}",,0,0,0,output_truncation,The local model’s file response was incomplete. Try a smaller request; any completed edits are available in Review.
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-large-1,replace-large,8192,1024,0,0,1,0,0,1,21.935,3,1085,5933,1024,"{""length"": 1, ""tool_calls"": 2}",,0,0,0,output_truncation,The local model’s file response was incomplete. Try a smaller request; any completed edits are available in Review.
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-large-2,replace-large,8192,1024,0,0,1,0,0,1,7.498,3,100,5932,40,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-replace-large-3,replace-large,8192,1024,0,0,1,0,0,1,7.501,3,100,5933,40,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-create-1,create,8192,1024,1,1,1,1,1,1,2.61,2,93,1325,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-create-2,create,8192,1024,1,1,1,1,1,1,2.614,2,93,1326,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-create-3,create,8192,1024,1,1,1,1,1,1,2.587,2,93,1326,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-append-1,append,8192,1024,0,0,1,0,0,1,2.967,2,117,1430,77,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,premature_completion,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-append-2,append,8192,1024,0,0,1,0,0,1,3.146,2,130,1429,77,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,premature_completion,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-append-3,append,8192,1024,0,0,1,0,1,1,54.056,16,2592,4797,184,"{""tool_calls"": 16}",,0,0,15,unproductive_loop,"File Mode reached its step limit. Review any changes, then ask a more specific follow-up."
ai-file-baseline-matrix.jsonl,baseline-8192-1024-multiple-edits-1,multiple-edits,8192,1024,1,1,1,1,1,1,8.24,5,391,1721,101,"{""stop"": 1, ""tool_calls"": 4}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-multiple-edits-2,multiple-edits,8192,1024,0,0,1,0,0,1,4.359,3,187,1470,104,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-multiple-edits-3,multiple-edits,8192,1024,0,0,1,0,0,1,4.354,3,187,1470,104,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-multi-file-1,multi-file,8192,1024,1,1,1,1,1,1,6.945,4,332,1702,117,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-multi-file-2,multi-file,8192,1024,1,1,1,1,1,1,9.811,6,443,1939,119,"{""stop"": 1, ""tool_calls"": 5}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-multi-file-3,multi-file,8192,1024,1,1,1,1,1,1,7.685,4,384,1735,117,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-rtf-1,rtf,8192,1024,0,0,1,0,0,1,4.183,2,204,1549,138,"{""stop"": 1, ""tool_calls"": 1}",,0,1,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-rtf-2,rtf,8192,1024,1,1,1,1,1,1,5.429,4,226,1558,88,"{""stop"": 1, ""tool_calls"": 3}",,0,1,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-rtf-3,rtf,8192,1024,1,1,1,1,1,1,3.637,3,133,1426,57,"{""stop"": 1, ""tool_calls"": 2}",,0,1,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-protected-1,protected,8192,1024,1,1,1,1,1,1,9.812,6,461,1811,113,"{""stop"": 1, ""tool_calls"": 5}",,0,1,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-protected-2,protected,8192,1024,1,1,1,1,1,1,11.747,7,554,1961,125,"{""stop"": 1, ""tool_calls"": 6}",,0,1,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-protected-3,protected,8192,1024,1,1,1,1,1,1,17.495,10,806,2357,147,"{""stop"": 1, ""tool_calls"": 9}",,0,2,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-ambiguous-1,ambiguous,8192,1024,0,1,1,1,1,1,3.902,2,178,1542,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-ambiguous-2,ambiguous,8192,1024,0,1,1,1,1,1,4.347,2,216,1542,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-ambiguous-3,ambiguous,8192,1024,0,1,1,1,1,1,4.062,2,195,1542,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-delete-1,delete,8192,1024,1,1,1,1,1,1,2.18,2,61,1335,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-delete-2,delete,8192,1024,1,1,1,1,1,1,2.204,2,61,1335,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-delete-3,delete,8192,1024,1,1,1,1,1,1,2.182,2,61,1335,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-move-1,move,8192,1024,1,1,1,1,1,1,2.961,2,116,1351,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-move-2,move,8192,1024,1,1,1,1,1,1,2.919,2,116,1351,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-1024-move-3,move,8192,1024,1,1,1,1,1,1,2.932,2,116,1351,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-small-1,replace-small,8192,2048,1,1,1,1,1,1,3.517,3,124,1433,60,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-small-2,replace-small,8192,2048,1,1,1,1,1,1,3.563,3,127,1437,63,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-small-3,replace-small,8192,2048,1,1,1,1,1,1,3.556,3,127,1437,63,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-medium-1,replace-medium,8192,2048,1,1,1,1,1,1,43.185,3,2811,4228,1425,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-medium-2,replace-medium,8192,2048,1,1,1,1,1,1,43.711,3,2849,4227,1425,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
